Rank	Score	ADR	r_Drugname	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
113	0.222147003	Disease progression	[ELOXATIN] [AVASTIN]	85	95.5056	ELOXATIN	90	73.1707	AVASTIN	132	22.1106	"104501992,105911801,105912121,105917581,105918821,105918911,105919331,105934941,105935381,105935471,105936141,105937151,105938891,105940361,105940371,105941671,105948901,105970581,105974351,105975491,105977161,105977401,106000021,106000031,106336461,106362281,106362291,106362381,106362411,106382671,106382871,106387341,106389281,106389311,106389351,106389791,106390291,106390331,106390381,106390421,106394851,106395671,106395771,106414191,106414651,106415041,106415291,106417961,106420591,106444911,106445011,106445821,106445871,106446031,106446251,106446781,106467191,106467301,106467611,106467781,106471261,106473071,106476241,106476741,106477891,106478461,106479011,106482161,106508461,106512631,106513081,106513231,106513481,106514521,106524461,106525301,106528411,106533651,106535121,106535741,106567841,106571811,106609601,106609621,99487233"
114	0.2202998	Death	[AZTREONAMLYSINE] [PULMOZYME]	12	70.5882	AZTREONAMLYSINE	85	46.9613	PULMOZYME	14	19.7183	"106391031,106391151,106391161,106392901,106393161,106393191,106411131,106411471,106419371,106419581,106419691,106419911,106446401,106490201"
117	0.215449023	Death	[NEULASTA] [DEXAMETHASONE]	10	50	NEULASTA	58	20	DEXAMETHASONE	138	8.65204	"105109451,105130631,105132961,105151131,105152201,105164271,105178701,105178721,105179091,105209321,105328622,105591541,88173672"
120	0.213264168	Disease progression	[OXALIPLATIN] [Bevacizumab]	18	29.5082	Bevacizumab	23	7.69231	OXALIPLATIN	33	7.95181	"105309722,105327692,105327832,105328022,105381894,105531621,105531641,105532111,105532501,105534151,105535681,105724781,105725311,105725361,105726571,105742631,105751461,105752821,105808321"
122	0.209671306	Infusionrelatedreaction	[RITUXAN] [METHYLPREDNISOLONE]	15	44.1176	RITUXAN	21	12.3529	METHYLPREDNISOLONE	21	5.21092	"100243749,100379575,100518356,101639053,1018707714,102857816,103704923,104516908,104750294,104831465,105235212,105235533,105503771,105532073,105619053,105679343,105806182,106004441,106211893,817820514,83199749,842254018,84296088,849447810,86583472,88663545,88812084,89275535,898750316,90640367,91438854,92260405,93467896,94015396,944173118,94752706,94854704,95233949,95324602,95358128,95510676,96396608,96431296,968919411,970946011,97281193,97350565,98618294,98743874"
124	0.207399043	Acute kidney injury	[SIMVASTATIN] [NAPROXEN]	11	47.8261	NAPROXEN	34	9.39227	SIMVASTATIN	61	3.1218	"105661531,105723631,105738921,105750161,105778211,105799891,105802241,105818101,105855081,105895131,105895521,105903281,105930071"
127	0.202322553	Disease progression	[FLUOROURACIL] [LEUCOVORIN]	77	82.7957	FLUOROURACIL	87	16.3534	LEUCOVORIN	79	57.6642	"104501992,105911801,105912121,105917581,105918821,105918911,105919331,105934941,105935381,105936141,105937151,105938891,105940371,105941671,105948901,105970581,105974351,106000021,106180062,106183211,106336461,106362281,106362381,106362411,106382671,106382871,106387341,106389281,106389311,106389351,106389791,106390381,106390421,106395671,106395771,106414191,106414651,106415041,106415291,106417961,106420591,106444911,106445011,106445871,106446031,106446251,106467191,106467301,106467611,106467781,106471261,106473071,106476241,106476741,106477891,106478461,106479011,106482161,106508461,106508971,106509241,106512631,106513081,106513231,106513481,106514521,106524461,106525301,106528411,106533651,106535121,106535741,106567841,106571811,106609601,106609621,106610691,106731551,89011942,99487233"
128	0.202235948	Confusional state	[METFORMIN] [CLOZAPINE]	12	57.1429	METFORMIN	37	2.18935	CLOZAPINE	14	8.97436	"105863091,105935591,105961571,106002681,106011371,106021961,106062481,106398351,106438401,106447561,106485131,106544961,106551851"
133	0.20012186	Druginteraction	[METFORMIN] [CLOZAPINE]	11	52.381	CLOZAPINE	13	8.33333	METFORMIN	38	2.24852	"104464196,104502163,104509433,104566104,104642733,104647354,105345651,105572952,106398351,106438401,106447561,106485131,106544961,106551851"
134	0.199740276	Drugreactionwitheosinophiliaandsystemicsymptoms	[LEVETIRACETAM] [DAPSONE]	11	100	DAPSONE	18	43.9024	LEVETIRACETAM	20	6.77966	"106174561,106181571,106252001,106269141,106273581,106334851,106349381,106362701,106399951,106407351,106411751,106538901,106618471,106622041,106623231,106738351,107048741"
136	0.197794456	Myocardial infarction	[PLAVIX] [TOPROLXL]	46	50	TOPROLXL	96	30	PLAVIX	313	19.0158	"101027502,101050302,101055312,101060022,101060722,101063552,101069942,101070232,101074382,101077432,101079102,101079462,101079912,101081122,101092932,101093252,101093852,101093912,101094082,101094722,101095152,101100942,101100952,101100992,101101602,101102362,101102452,101102462,101103232,101104082,101104672,101106262,101108072,101108142,101109252,101111672,101111682,101113962,101120972,101121032,101121102,101131532,101132402,101142282,101167052,101202592,101205052,101205162,101208452,101209632,101215622,101216332,101235532,101251512,101253632,103152052,103238932,105553291,105565172,106597832,69541834,78397693,83987284,85537894"
137	0.197711268	Unevaluableevent	[THALOMID] [DEXAMETHASONE]	17	53.125	DEXAMETHASONE	93	5.83072	THALOMID	18	18.3673	"104970511,104970811,105055761,105145791,105171611,105200151,105355731,105378311,105388811,105390681,106089041,106258781,106385051,106571931,106687911,106819071,106854701"
138	0.196093919	Myocardial infarction	[PLAVIX] [COREG]	36	50	PLAVIX	313	19.0158	COREG	84	30.2158	"101056852,101067012,101073552,101073922,101075982,101077292,101078812,101079292,101079742,101082512,101083862,101090282,101091312,101092132,101092812,101095612,101103063,101103302,101104242,101105802,101107132,101107382,101107502,101108692,101111662,101114002,101115412,101116392,101116482,101121912,101185972,101202252,101205022,101207142,101208172,101208982,101210042,101212152,101219452,101253622,101255252,102503532,104015213,104980272,105121012,105146211,105394232,105604321,105609671,105684463,105969221,106806071,106806951,106840231,86310432,93350322,94432416"
140	0.195563566	Drug abuse	[ALPRAZOLAM] [MORPHINE]	12	44.4444	MORPHINE	93	22.3022	ALPRAZOLAM	69	12.7072	"106236461,106237091,106252691,106255911,106256021,106256051,106352121,106363191,106363541,106363551,106386111,106387201,106588292"
141	0.195290785	Drug ineffective	[METHOTREXATE] [CICLOSPORIN]	18	43.9024	CICLOSPORIN	38	14.0221	METHOTREXATE	90	5.63204	"101950246,104962516,105206481,105237271,105267852,105334882,105340961,105407641,105407902,105499902,105520471,105529051,105557191,105594351,105643821,105836721,106010062,106065581,106121061"
143	0.193104743	Myocardial infarction	[ASPIRIN] [AMIODARONE]	17	36.9565	AMIODARONE	25	11.1111	ASPIRIN	474	15.8847	"101044232,101075982,101077742,101078052,101090282,101090412,101092932,101095952,101100942,101102492,101105322,101109752,101115392,101115542,101121853,101121902,101139772,101168962,101204532,101205942,101208202,101208982,101225692,103194902,103627353,105223562,105400061,105514862,105518331,105930871,105944451,106097172,106801731"
144	0.191959426	Myocardial infarction	[PLAVIX] [NITROGLYCERIN]	70	63.0631	PLAVIX	313	19.0158	NITROGLYCERIN	119	43.75	"101027502,101040492,101046692,101050302,101056362,101058202,101060022,101069942,101071592,101072032,101076382,101078132,101078242,101078592,101078812,101079292,101079462,101080572,101081002,101082442,101082612,101083862,101090252,101090712,101092132,101092812,101093252,101094722,101095152,101098892,101099402,101102262,101102362,101102462,101103342,101103552,101104082,101104272,101104672,101106022,101106262,101106582,101107382,101107762,101107812,101107912,101108072,101108142,101109252,101109832,101113962,101115612,101116392,101117372,101117892,101118272,101121012,101121032,101140442,101167052,101185772,101185972,101189252,101192192,101193632,101203182,101203712,101205162,101205972,101207242,101207732,101209382,101209632,101211862,101216332,101251512,101253632,101257322,103168812,103238932,104980272,105121012,105394232,105394432,105394572,105396362,106473902,106530001,106807392,78397693,98344283"
146	0.188269967	Platelet count decreased	[PEGINTRON] [SIMEPREVIR]	49	49	SIMEPREVIR	67	30.4545	PEGINTRON	79	28.8321	"102543854,102678534,102990292,102992463,103068373,103069353,103302383,103330614,103332463,103415535,103867902,104014662,104165042,104198002,104629822,104656172,104658662,104663483,104677512,104760952,104768543,104794222,104938603,104960431,104961021,104962371,104963062,105008372,105032661,105045182,105085532,105098621,105114361,105123602,105234522,105238593,105527271,105560213,105638051,105674802,105751582,105984711,106132631,106267451,106276311,106403621,106409841,106469771,106478891,106500442,106623771,106699581"
147	0.187973113	Myocardial infarction	[PLAVIX] [LISINOPRIL]	58	40.2778	PLAVIX	313	19.0158	LISINOPRIL	167	11.4071	"101027502,101046692,101050302,101051462,101055312,101056852,101067012,101069422,101069822,101072032,101073552,101076382,101076462,101078812,101079822,101080572,101082442,101082512,101083462,101090282,101090832,101091252,101092132,101092812,101093202,101093252,101093312,101093842,101094802,101095932,101100942,101100952,101101602,101102362,101102492,101102972,101103032,101104582,101107382,101107502,101108072,101108322,101109102,101110902,101115072,101115412,101115452,101116392,101116482,101117372,101117482,101118272,101119292,101120552,101120782,101121422,101121652,101144232,101189692,101192302,101193632,101194282,101202252,101203042,101205052,101205762,101205972,101207242,101211862,101212762,101215742,101228552,101253622,101255252,101255282,101256582,101455332,104015213,104556483,104745413,104790523,104856342,104987611,105121012,105223762,105394232,105966371,105969221,106806981,106807392,106864281,78397693,88574995,98546814"
148	0.187665472	Drug abuse	[OXYCODONE] [MORPHINE]	21	41.1765	OXYCODONE	73	17.8922	MORPHINE	93	22.3022	"103721102,106236461,106236701,106254321,106254331,106255831,106255921,106255931,106256011,106356931,106362151,106362231,106363191,106363531,106363631,106363821,106365121,106386111,106404811,106482071,106482081,106483331,106588292"
149	0.187469319	Foetal exposure during pregnancy	[NICOTINE] [SUBOXONE]	19	57.5758	NICOTINE	21	32.3077	SUBOXONE	47	11.5196	"105111071,105290261,105356091,105356562,105357942,105359091,105359221,105361881,105362982,105363091,105363142,105364882,105364992,105365881,105567732,105870892,106261571,106584611,106706661"
150	0.185725371	Cardiac failure congestive	[HYDRALAZINE] [AVANDIA]	11	42.3077	HYDRALAZINE	14	12.3894	AVANDIA	1052	21.4694	"101066212,101066652,101079822,101095282,101096602,101203612,101205052,101205432,103165882,103172752,103180612,105218182,105772662"
151	0.185253451	"Platelet count decreased,Pyrexia"	[RIBAVIRIN] [MUCOSTA]	10	41.6667	MUCOSTA	11	10.8911	RIBAVIRIN	39	4.04564	"102650774,103295194,103570144,104289613,104493594,104768543,104938603,105331321,105560213,106022282,106407771"
153	0.181431572	Platelet count decreased	[LOXONIN] [PEGINTRON]	10	50	PEGINTRON	79	28.8321	LOXONIN	19	13.1034	"101113663,103330614,104879443,105085532,105098621,105146862,105146872,105527271,105674802,105984711"
154	0.181170626	Acute kidney injury	[ATORVASTATIN] [LEVOTHYROXINE]	10	24.3902	ATORVASTATIN	23	2.77443	LEVOTHYROXINE	23	3.7037	"105159401,105723241,105750331,105774761,105778321,105892451,105897961,105903241,105932341,106490321,106587781"
155	0.178074721	Toxicity to various agents	[CODEINE] [DIAZEPAM]	10	33.3333	CODEINE	24	13.4078	DIAZEPAM	67	15.2273	"105029651,105030091,105030161,105030181,105161711,105161731,105161781,105161801,105163881,105163911,105163941,105164031,105197521,105307501,105971721,106406101,106842371,106998562,106998651,106999342,107048101,94407024"
156	0.177770381	Drug abuse	[PERCOCET] [OXYCONTIN]	12	44.4444	PERCOCET	14	7.52688	OXYCONTIN	101	18.9139	"105319331,105319551,105320382,105320981,105322941,105324101,105324571,105324581,105324611,105325051,105325411,105325751"
158	0.173906244	Myocardial infarction	[PLAVIX] [LOPRESSOR]	26	45.614	LOPRESSOR	65	28.6344	PLAVIX	313	19.0158	"101030772,101054122,101056362,101058222,101071662,101078132,101082222,101083462,101090592,101090832,101093332,101095732,101102262,101103032,101103552,101104052,101104272,101106022,101116232,101121652,101130422,101137672,101144232,101189252,101192562,101193632,101194282,101206632,101208152,101212152,101212762,101455332,104790523,105039512,105396362,106530001,73728196"
159	0.173775324	Drug abuse	[DELORAZEPAM] [MIRTAZAPINE]	10	90.9091	DELORAZEPAM	25	53.1915	MIRTAZAPINE	35	9.04393	"104448664,105299892,105341633,105530432,105554882,105584672,105751983,105832115,105884053,105964364,105990822,106194282,106343102"
160	0.173343234	"Drug resistance, Genotype drug resistance test, Viral infection"	[ADEFOVIR] [LAMIVUDINE]	10	83.3333	LAMIVUDINE	29	15.1042	ADEFOVIR	10	62.5	"105855452,105855492,105855502,105855522,105855592,105867932,105868072,105887252,105887262,105887282,105887292,105887572,105887632,105895211,105923291,105923401,105923441,105923471,105923611,105923691,105954491,105954531,105954551,105954581,105954851,105955681,105994582,105994952,105995132,105995142,106186061,106188911,106188951,106188971"
161	0.17277363	Renalfailure	[FOLICACID] [SIMVASTATIN]	10	19.6078	FOLICACID	19	1.75763	SIMVASTATIN	32	1.63767	"102146693,102332904,102345913,102377233,102434093,102477223,102522383,102540483,102546684,104584803,104624524,106119593,106767672"
162	0.172347368	Myocardial infarction	[ASPIRIN] [METOPROLOL]	86	33.3333	ASPIRIN	474	15.8847	METOPROLOL	143	14.0196	"101029142,101032482,101039282,101039532,101046662,101046692,101048432,101051462,101055962,101067832,101069212,101069792,101070232,101071592,101071862,101072752,101074432,101076382,101077432,101077722,101078052,101078282,101078312,101078822,101078852,101079242,101079532,101079652,101079932,101081002,101082382,101083002,101090252,101091382,101091852,101092602,101093202,101094502,101094802,101094872,101095482,101095932,101095952,101097932,101098892,101099312,101099402,101101572,101102592,101102972,101104662,101105062,101105322,101105712,101106342,101106782,101107762,101108322,101108802,101108822,101109022,101109092,101109102,101109112,101109662,101110902,101110922,101111182,101111232,101112862,101113792,101114232,101114922,101114982,101115292,101115302,101115392,101116522,101117892,101118272,101119292,101119512,101120552,101120782,101121853,101121902,101126742,101128672,101129892,101135852,101136322,101139772,101140002,101141642,101142992,101170922,101171482,101189692,101199382,101201182,101202222,101203032,101205042,101205102,101205762,101206112,101206392,101207062,101207242,101208982,101209382,101211862,101213142,101215742,101222132,101238972,101241812,101247422,101249502,101250322,101257322,102598324,103138284,103168812,103198472,103627353,103671452,103909163,104114752,104165093,104556483,104586093,104710675,104745413,104807512,105009442,105246142,105303454,105388362,105394432,105394482,105394532,105394562,105394572,105394632,105400371,105546921,105547131,105721692,105798061,105848911,105861761,105930871,105966371,106017211,106097172,106127451,106187871,106198621,106417952,106612261,106805411,106806981,106849552,85537894,89665884,91690524,94194524,98344283,99494393"
167	0.170442145	Acute kidney injury	[BISOPROLOL] [FUROSEMIDE]	17	25.7576	BISOPROLOL	45	7.1656	FUROSEMIDE	66	5.63621	"102783242,104000863,104712582,104824374,104864241,104974242,105103632,105235403,105289621,105553441,105665461,105872421,105882841,105910361,105939831,105974711,105995481,106005631,106027421,106028052,106053821,106055791,106062202,106062671,106062951,106063131,106066531,106073691,106076592,106086701,106086801,106110801,106137381"
170	0.168970896	Hypotension	[LASIX] [RAMIPRIL]	10	20.8333	LASIX	37	3.08848	RAMIPRIL	23	2.75779	"104757452,105725091,105750432,105771923,105834862,105917183,105965372,106068503,106294941,106378262,106475431,106491102,106526242,106774742,93252724"
172	0.166912225	Drug abuse	[CODEINE] [OXYCODONE]	12	54.5455	OXYCODONE	73	17.8922	CODEINE	69	38.5475	"105262371,106254281,106356931,106357911,106357941,106362191,106362201,106363081,106386141,106387931,106387951,106393851,106411591"
175	0.164865014	Myocardial infarction	[PLAVIX] [ENALAPRIL]	10	43.4783	PLAVIX	313	19.0158	ENALAPRIL	25	7.06215	"101054122,101058222,101064492,101069182,101100992,101107132,101121872,101203182,101209382,103168812,103198472,104807512,105546921,98344283"
177	0.164259982	Myocardial infarction	[ASPIRIN] [METOPROLOLTARTRATE]	11	33.3333	METOPROLOLTARTRATE	17	11.3333	ASPIRIN	474	15.8847	"101072752,101091382,101094502,101095952,101105322,101111182,101113792,101115302,101202222,101222132,103138284,104114752,104807512,106017211,106187871,106417952,106612261,106849552,85537894"
178	0.164067531	Impairedworkability	[ANDROGEL] [TESTIM]	19	42.2222	ANDROGEL	89	25.8721	TESTIM	23	25.5556	"105048371,105050211,105156071,105252511,105522332,105541971,105584331,105617391,105670721,105777111,105835511,106204001,106382991,106409241,106435411,106638851,106651401,106718401,106723591,106836021"
179	0.163339353	"Offlabeluse,Toxicanteriorsegmentsyndrome,Circumstanceorinformationcapableofleadingtomedicationerror,IntentionalProduct use issue"	[BSS] [MOXEZA]	10	100	MOXEZA	10	100	BSS	10	52.6316	"105422792,105422822,105422832,105422862,105422872,105422882,105422902,105422922,105422932,105422942"
182	0.16274349	Drugdependence	[PERCOCET] [OXYCONTIN]	10	37.037	OXYCONTIN	88	16.4794	PERCOCET	15	8.06452	"105131593,105319511,105320382,105320741,105320981,105322941,105324571,105324581,105324611,105325051,96498133,96498373"
186	0.161011223	Confusional state	[AMANTADINE] [ROTIGOTINE]	10	100	AMANTADINE	10	22.2222	ROTIGOTINE	15	93.75	"105303531,105333351,105370941,105402011,105408281,105424761,105478161,105484211,105497941,105520321,105561121,105564461,105572581,105573221,105584681,105594291,105684591"
187	0.159628211	Substanceabuse	[OXYCONTIN] [HEROIN]	10	76.9231	OXYCONTIN	34	6.36704	HEROIN	21	37.5	"100873552,100874762,105173571,105320051,105320061,105320961,105321982,105324891,106604871,96498373"
