Rank	Score	No_of_Drugs	ADR	intr_drugs	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
358	0.101371442	2	[Fatigue]	[PEGASYS] [SOVALDI]	10	19.6078	PEGASYS	30	6.06061	SOVALDI	54	8.61244	105169961
359	0.101075359	2	[Generalphysicalhealthdeterioration]	[Bevacizumab] [CARBOPLATIN]	11	24.4444	CARBOPLATIN	18	3.27869	Bevacizumab	26	8.69565	"105,074,341,106,009,000,000,000,000,000,000,000"
365	0.099423153	2	[Myocardialinfarction]	[AMIODARONE] [AVANDIA]	24	57.1429	AVANDIA	2411	49.2041	AMIODARONE	25	11.1111	101221642
368	0.098919569	2	[Acutemyocardialinfarction]	[METOPROLOL] [AVANDIA]	37	17.2897	AVANDIA	285	5.81633	METOPROLOL	39	3.82353	"101,051,962,101,109,000,000,000,000,000,000,000"
371	0.097907779	2	[Gastrointestinalhaemorrhage]	[ASPIRIN] [PRADAXA]	12	19.3548	ASPIRIN	108	3.6193	PRADAXA	62	6.82819	"102,199,222,103,765,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
372	0.097678374	2	[Dizziness]	[AMLODIPINE] [SIMVASTATIN]	22	14.7651	AMLODIPINE	62	4.49275	SIMVASTATIN	94	4.81064	"104,949,881,106,566,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
377	0.095861055	2	[Dyspnoea]	[LETAIRIS] [OXYGEN]	10	27.027	OXYGEN	40	18.0995	LETAIRIS	465	13.7493	"104,981,002,106,816,000"
379	0.094770804	2	[Crohnsdisease]	[HUMIRA] [IMURAN]	12	24.4898	HUMIRA	162	5.17241	IMURAN	16	12.1212	"1,026,625,431,043,130,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
383	0.093908492	2	[Anaemia]	[VICTRELIS] [REBETOL]	11	34.375	REBETOL	39	21.1957	VICTRELIS	32	26.4463	"104,326,442,104,353,000"
386	0.092893686	2	[Cardiacfailurecongestive]	[CLONIDINE] [AVANDIA]	13	32.5	CLONIDINE	16	7.44186	AVANDIA	1052	21.4694	"101,045,402,103,158,000"
387	0.092785141	2	[Whitebloodcellcountdecreased]	[RIBAVIRIN] [PEGINTRON]	39	26.7123	RIBAVIRIN	102	10.5809	PEGINTRON	49	17.8832	105187811
390	0.092685763	2	[Agitation]	[METFORMIN] [THYROXINE]	11	68.75	THYROXINE	11	13.75	METFORMIN	19	1.12426	"105,406,061,105,837,000"
392	0.09227202	2	[Seizure]	[LAMICTAL] [KEPPRA]	12	26.087	KEPPRA	87	17.505	LAMICTAL	54	13.2678	"104,942,741,105,521,000,000,000,000,000,000,000"
393	0.092162431	2	[Seizure]	[VIMPAT] [KEPPRA]	14	31.8182	KEPPRA	87	17.505	VIMPAT	37	24.183	"10,401,385,210,515,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
396	0.09165365	2	[Toxicitytovariousagents]	[PREDNISONE] [Melphalan]	10	32.2581	PREDNISONE	32	1.81509	Melphalan	10	8.84956	"10,537,841,290,034,200"
397	0.091648759	2	[Myocardialinfarction] [Coronaryarterydisease]	[Rosiglitazone] [AVANDIA]	11	61.1111	Rosiglitazone	12	54.5455	AVANDIA	509	10.3878	"105204292,105217772,105229022,105229072,105229422,105229742,105283452,105384982,105385052,105385082,105385222,105385782,105543202,105545522,105570862,105570872,105632462,105633392,105633622,105634272,105634302,105712991,105713531,105714792,105720811,105795241,105799011,105856391,105856472,105867491,105867631,105994071,105994111,105994211,105994451,105994651,105994921,106025121,106172121,106172871,106272141,106272431,106464951,106465241,106502291,106502511,106502551,106502631,82398852,83517632,83921172,84011012,84029902,86200872,87177552,87208792,91323912,93289502,93668382,94587932,94607562,94877313"
401	0.091268389	2	[Cerebrovascularaccident]	[HYDROCHLOROTHIAZIDE] [AVANDIA]	32	31.068	AVANDIA	986	20.1224	HYDROCHLOROTHIAZIDE	41	7.13044	101246252
407	0.089560559	2	[HepatitisB]	[PREDNISOLONE] [CYCLOPHOSPHAMIDE]	13	15.2941	PREDNISOLONE	14	1.27971	CYCLOPHOSPHAMIDE	20	2.54453	105274291
412	0.08812169	2	[Acutemyocardialinfarction]	[ASPIRIN] [CLOPIDOGREL]	26	15.0289	CLOPIDOGREL	31	5.75139	ASPIRIN	140	4.69169	"102400002,104860692,104868402,104960371,104974551,105050361,105074611,105079191,105221911,105502241,105536311,105538421,105593501,105593811,105614301,105618751,105653782,105653932,105693281,105722841,105722871,105848131,105854191,106262061,106262161,106408151,106488701,106848942,106999901"
414	0.088068111	2	[Hereditaryangioedema]	[FIRAZYR] [CINRYZE]	16	50	FIRAZYR	29	44.6154	CINRYZE	38	35.514	"10,304,516,210,475,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
416	0.087673912	2	[Lossofconsciousness]	[SIMVASTATIN] [PERINDOPRIL]	15	38.4615	SIMVASTATIN	36	1.84237	PERINDOPRIL	19	11.5152	104949881
423	0.086346365	2	[Cerebrovascularaccident]	[HYDROCHLOROTHIAZIDE] [LISINOPRIL]	16	15.8416	LISINOPRIL	97	6.62568	HYDROCHLOROTHIAZIDE	41	7.13044	"10,494,397,110,497,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
425	0.086230554	2	[Whitebloodcellcountdecreased]	[RIBAVIRIN] [SOVRIAD]	33	35.1064	RIBAVIRIN	102	10.5809	SOVRIAD	43	28.1046	105224821
426	0.086190506	2	[Asthma]	[XOLAIR] [SINGULAIR]	16	28.5714	XOLAIR	75	20.9497	SINGULAIR	32	10.7023	104974591
427	0.086072014	2	[Cerebrovascularaccident]	[ASPIRIN] [COUMADIN]	12	16	ASPIRIN	172	5.76407	COUMADIN	38	3.51526	"106,128,341,106,287,000"
428	0.085694835	2	[Myocardialinfarction]	[METOPROLOL] [AVANDIA]	109	50.9346	AVANDIA	2411	49.2041	METOPROLOL	143	14.0196	"101,051,962,101,109,000,000,000,000,000,000,000"
430	0.085344	2	[Exposureduringpregnancy]	[PREDNISOLONE] [AZATHIOPRINE]	20	21.2766	AZATHIOPRINE	25	6.70241	PREDNISOLONE	25	2.28519	"105,026,091,105,510,000,000,000,000"
431	0.085224077	2	[Myocardialinfarction]	[ECOTRIN] [AVANDIA]	22	50	AVANDIA	2411	49.2041	ECOTRIN	24	26.3736	101120932
438	0.083968627	2	[Cerebrovascularaccident]	[ZOCOR] [AVANDIA]	18	27.6923	ZOCOR	22	10.0457	AVANDIA	986	20.1224	"101,038,392,101,107,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
441	0.083249264	2	[Pain] [Cerebrovascularaccident]	[ANDROGEL] [TESTIM]	11	24.4444	TESTIM	15	16.6667	ANDROGEL	48	13.9535	"104976011,105048371,105050211,105156071,105156171,105299011,105522332,105540311,105541971,105617391,105664731,105669571,105777111,105835511,105835691,105835851,105836131,105927681,106058911,106198651,106204001,106382991,106383141,106409241,106428071,106446071,106638821,106638851,106638911,106718401,106720591,106723591,106778111,106836021"
443	0.082755926	2	[Cardiacfailurecongestive]	[NORVASC] [AVANDIA]	41	30.1471	NORVASC	44	7.81528	AVANDIA	1052	21.4694	"101,074,602,101,222,000"
444	0.082483167	2	[Psoriasis]	[ENBREL] [HUMIRA]	13	15.1163	HUMIRA	77	2.45849	ENBREL	125	4.4835	"104144042,104641952,104722394,104779493,105033861,105210342,105336061,105372881,105372892,105413811,105473421,105561561,105598651,105603411,105618591,105699191,105752142,105895391,105921161,106004461,106090471,106102512,106179831,106206591,106206781,106362321,106374202,106457701,106477201,106533691,106536921,106639621,106699911,106727451,106732931,106844211,74602085,88560266,88704052"
446	0.082179878	2	[Toxicitytovariousagents]	[Bortezomib] [DEXAMETHASONE]	17	40.4762	Bortezomib	18	30.5085	DEXAMETHASONE	114	7.14734	"10,627,620,110,637,300,000,000,000,000,000,000,000,000,000"
447	0.081731282	2	[Economicproblem]	[ANDROGEL] [TESTIM]	34	75.5556	ANDROGEL	210	61.0465	TESTIM	65	72.2222	"104976011,105048371,105050211,105156071,105156171,105299011,105522332,105540311,105541971,105617391,105664731,105669571,105777111,105835511,105835691,105835851,105836131,105927681,106058911,106198651,106204001,106382991,106383141,106409241,106428071,106446071,106638821,106638851,106638911,106718401,106720591,106723591,106778111,106836021"
449	0.081419939	2	[Myocardialinfarction]	[LISINOPRIL] [METOPROLOL]	39	21.7877	LISINOPRIL	167	11.4071	METOPROLOL	143	14.0196	106857151
456	0.08041926	2	[Cardiacfailurecongestive]	[COZAAR] [AVANDIA]	10	30.303	COZAAR	11	7.23684	AVANDIA	1052	21.4694	"101,080,312,101,082,000"
468	0.079011573	2	[Myocardialinfarction]	[PLAVIX] [AVANDIA]	239	48.2828	AVANDIA	2411	49.2041	PLAVIX	313	19.0158	"101061662,101071822,101074532,101076902,101080152,101093042,101093262,101094512,101094542,101096252,101097232,101097672,101106182,101115912,101116972,101132152,101136332,101172162,101194632,101199622,101205442,101205552,101212422,101232182,101240452,103166312"
475	0.077659348	2	[Drugineffective]	[RIBAVIRIN] [SOVALDI]	51	23.7209	SOVALDI	99	15.7895	RIBAVIRIN	72	7.46888	"100961442,101534433,102566372,104673412,104825982,104879695,104990273,105006591,105006692,105015341,105031452,105055601,105143813,105143823,105159951,105159961,105159991,105160051,105160071,105160191,105164911,105165421,105206191,105289321,105303991,105317751,105371111,105392271,105392454,105585581,105616212,105644662,105671111,105720623,105803461,105803562,105859321,105859341,105859352,105928821,105943811,105964171,106177661,106236683,106265711,106269821,106270731,106271291,106352311,106363171,106436951,106477372,106477541,106551732,106654791,106667541,106716701,106727991,106837161"
477	0.077380735	2	[Offlabeluse]	[SIMEPREVIR] [SOVALDI]	11	35.4839	SOVALDI	199	31.7384	SIMEPREVIR	38	17.2727	"102,172,652,104,528,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
483	0.076728306	2	[Impairedworkability] [Anxiety]	[ANDROGEL] [TESTIM]	12	26.6667	ANDROGEL	67	19.4767	TESTIM	16	17.7778	"104976011,105048371,105050211,105156071,105156171,105299011,105522332,105540311,105541971,105617391,105664731,105669571,105777111,105835511,105835691,105835851,105836131,105927681,106058911,106198651,106204001,106382991,106383141,106409241,106428071,106446071,106638821,106638851,106638911,106718401,106720591,106723591,106778111,106836021"
487	0.074947606	2	[Unevaluableevent]	[Bortezomib] [DEXAMETHASONE]	15	35.7143	DEXAMETHASONE	93	5.83072	Bortezomib	15	25.4237	"10,627,620,110,637,300,000,000,000,000,000,000,000,000,000"
489	0.074824185	2	[Acutemyocardialinfarction]	[PLAVIX] [AVANDIA]	68	13.7374	AVANDIA	285	5.81633	PLAVIX	74	4.49575	"101061662,101071822,101074532,101076902,101080152,101093042,101093262,101094512,101094542,101096252,101097232,101097672,101106182,101115912,101116972,101132152,101136332,101172162,101194632,101199622,101205442,101205552,101212422,101232182,101240452,103166312"
491	0.074493558	2	[Toxicitytovariousagents]	[REVLIMID] [DEXAMETHASONE]	89	16.2706	REVLIMID	147	8.78661	DEXAMETHASONE	114	7.14734	"104970481,104970761,104970831,104971031,104971361,104972311,104990542,105073511,105074832,105100681,105108042,105120161,105139341,105145781,105157521,105161561,105173101,105184071,105184421,105188611,105194161,105197141,105197401,105198731,105200941,105214671,105216731,105274701,105275811,105279881,105281491,105313021,105337881,105340511,105340921,105351401,105378321,105382302,105388401,105414241,105421331,105433191,105434222,105450051,105451271,105452841,105453961,105459401,105459461,105459491,105497831,105497841,105497851,105552251,105552261,105552341,105552431,105552891,105656131,105691831,105701301,105721581,105755501,105817651,105820932,105841341,105849601,105849611,105853811,105853831,105871722,105903921,105904811,105932171,105932201,105934171,105937401,105953431,105956171,105957941,105995451,105996221,105996241,105998511,106013082,106030581,106081681,106089381,106100061,106134531,106135211,106141361,106142031,106142041,106142181,106142221,106142621,106142741,106142841,106142851,106142861,106167742,106178131,106194141,106195101,106195131,106196881,106196891,106197251,106203741,106234241,106267031,106267181,106269601,106270181,106336492,106337052,106347562,106349891,106349931,106370151,106370171,106370271,106374031,106375931,106376441,106377521,106380651,106411091,106411101,106439631,106442941,106458552,106461291,106464301,106469561,106473041,106495631,106498451,106512541,106512691,106514072,106518731,106529941,106539791,106540101,106557061,106587661,106592471,106593011,106602791,106618421,106630371,106677731,106683102,106688511,106711501,106753552,106818681,106818811,106828941,106829501,106848201,106850481"
492	0.074457177	2	[Anaemia]	[RIBAVIRIN] [BOCEPREVIR]	11	39.2857	BOCEPREVIR	15	37.5	RIBAVIRIN	180	18.6722	105011361
493	0.07367584	2	[Drugineffective]	[METHOTREXATE] [PREDNISOLONE]	17	13.2812	PREDNISOLONE	51	4.66179	METHOTREXATE	90	5.63204	"104,473,112,104,896,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
496	0.073099892	2	[Dyspnoea]	[VELETRI] [COUMADIN]	12	20.6897	VELETRI	39	13.8298	COUMADIN	97	8.97317	"10,441,823,210,498,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
499	0.072917328	2	[Diseaseprogression]	[AVASTIN] [XELODA]	22	27.5	AVASTIN	132	22.1106	XELODA	51	14.4068	"100,833,872,102,543,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
502	0.072075306	2	[Myocardialinfarction]	[ALTACE] [AVANDIA]	33	48.5294	AVANDIA	2411	49.2041	ALTACE	33	27.9661	101081372
508	0.071116042	2	[Impairedworkability] [Injury] [Economicproblem]	[ANDROGEL] [TESTIM]	10	22.2222	TESTIM	10	11.1111	ANDROGEL	55	15.9884	"104976011,105048371,105050211,105156071,105156171,105299011,105522332,105540311,105541971,105617391,105664731,105669571,105777111,105835511,105835691,105835851,105836131,105927681,106058911,106198651,106204001,106382991,106383141,106409241,106428071,106446071,106638821,106638851,106638911,106718401,106720591,106723591,106778111,106836021"
511	0.070734006	2	[Renalimpairment]	[PREDNISOLONE] [CICLOSPORIN]	11	16.6667	CICLOSPORIN	15	5.53506	PREDNISOLONE	23	2.10238	"105,014,212,105,014,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
512	0.07072691	2	[Myocardialinfarction]	[NITROGLYCERIN] [AVANDIA]	115	53.9906	AVANDIA	2411	49.2041	NITROGLYCERIN	119	43.75	"101,063,562,101,066,000,000,000,000,000,000,000,000,000,000,000,000,000"
513	0.070689755	2	[Plateletcountdecreased] [Pyrexia]	[RIBAVIRIN] [PEGINTRON]	33	22.6027	PEGINTRON	34	12.4088	RIBAVIRIN	39	4.04564	105187811
517	0.069959755	2	[Cardiacfailurecongestive]	[FUROSEMIDE] [AVANDIA]	35	33.6538	FUROSEMIDE	51	4.35525	AVANDIA	1052	21.4694	"101,081,292,101,207,000"
518	0.069847777	2	[Injury] [Economicproblem]	[ANDROGEL] [TESTIM]	21	46.6667	ANDROGEL	161	46.8023	TESTIM	25	27.7778	"104976011,105048371,105050211,105156071,105156171,105299011,105522332,105540311,105541971,105617391,105664731,105669571,105777111,105835511,105835691,105835851,105836131,105927681,106058911,106198651,106204001,106382991,106383141,106409241,106428071,106446071,106638821,106638851,106638911,106718401,106720591,106723591,106778111,106836021"
519	0.069478846	2	[Pain]	[ENBREL] [HUMIRA]	11	12.7907	ENBREL	158	5.66714	HUMIRA	152	4.85313	"104144042,104641952,104722394,104779493,105033861,105210342,105336061,105372881,105372892,105413811,105473421,105561561,105598651,105603411,105618591,105699191,105752142,105895391,105921161,106004461,106090471,106102512,106179831,106206591,106206781,106362321,106374202,106457701,106477201,106533691,106536921,106639621,106699911,106727451,106732931,106844211,74602085,88560266,88704052"
523	0.069185095	2	[Diarrhoea]	[VOTRIENT] [LISINOPRIL]	10	34.4828	VOTRIENT	234	17.3462	LISINOPRIL	42	2.86885	106339411
530	0.068398451	2	[Myocardialinfarction]	[ASPIRIN] [AVANDIA]	399	46.5578	AVANDIA	2411	49.2041	ASPIRIN	474	15.8847	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
533	0.067557736	2	[Acutekidneyinjury]	[HYDROCHLOROTHIAZIDE] [LISINOPRIL]	12	11.8812	LISINOPRIL	38	2.59563	HYDROCHLOROTHIAZIDE	23	4	"10,494,397,110,497,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
537	0.066428083	2	[Seizure]	[TEGRETOL] [KEPPRA]	11	23.913	KEPPRA	87	17.505	TEGRETOL	47	16.726	"104,081,693,105,739,000,000,000,000"
544	0.065195278	2	[Pyrexia]	[RIBAVIRIN] [SOVRIAD]	19	20.2128	RIBAVIRIN	82	8.50622	SOVRIAD	22	14.3791	105224821
546	0.065099218	2	[Myocardialinfarction]	[LISINOPRIL] [FUROSEMIDE]	19	17.9245	LISINOPRIL	167	11.4071	FUROSEMIDE	76	6.49018	105899781
550	0.064686111	2	[Drugineffective]	[HUMIRA] [PREDNISONE]	19	12.3377	HUMIRA	181	5.77905	PREDNISONE	90	5.10493	###############################################################################################################################################################################################################################################################
557	0.063616999	2	[Impairedworkability] [Pain] [Anxiety] [Economicproblem]	[ANDROGEL] [TESTIM]	10	22.2222	ANDROGEL	55	15.9884	TESTIM	14	15.5556	"104976011,105048371,105050211,105156071,105156171,105299011,105522332,105540311,105541971,105617391,105664731,105669571,105777111,105835511,105835691,105835851,105836131,105927681,106058911,106198651,106204001,106382991,106383141,106409241,106428071,106446071,106638821,106638851,106638911,106718401,106720591,106723591,106778111,106836021"
561	0.063245748	2	[Coronaryarterialstentinsertion]	[PLAVIX] [AVANDIA]	53	10.7071	PLAVIX	55	3.34143	AVANDIA	199	4.06122	"101061662,101071822,101074532,101076902,101080152,101093042,101093262,101094512,101094542,101096252,101097232,101097672,101106182,101115912,101116972,101132152,101136332,101172162,101194632,101199622,101205442,101205552,101212422,101232182,101240452,103166312"
562	0.063239377	2	[Bloodbilirubinincreased]	[RIBAVIRIN] [PEGINTRON]	27	18.4932	RIBAVIRIN	48	4.97925	PEGINTRON	31	11.3139	105187811
564	0.062728338	2	[Dizziness] [Lossofconsciousness]	[AMLODIPINE] [SIMVASTATIN]	11	7.38255	AMLODIPINE	11	0.797101	SIMVASTATIN	14	0.716479	"104,949,881,106,566,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
566	0.062320388	2	[Offlabeluse]	[SOFOSBUVIR] [OLYSIO]	29	53.7037	SOFOSBUVIR	56	23.7288	OLYSIO	211	61.3372	"104888851,104984781,105058001,105094331,105241941,105346952,105370221,105370382,105415732,105420861,105497362,105542381,105617342,105773141,105859241,105985203,106012141,106230451,106352292,106358931,106418491,106421511,106445001,106446091,106457811,106533211,106565312"
