Rank,score,ADR,intr_drugs,intr_support,intr_conf,drug1,d1_support,d1_conf,drug2,d2_support,d2_conf
1014,0.02671518,[Decreasedappetite],[RIBAVIRIN] [PEGINTRON],12,8.21918,[PEGINTRON],16,5.83942,[RIBAVIRIN],35,3.63071
1015,0.026675588,[Pulmonaryarterialhypertension],[REMODULIN] [REVATIO],18,8.69565,[REMODULIN],61,6.4346,[REVATIO],41,4.03147
1016,0.026656677,[Plateletcountdecreased] [Bloodbilirubinincreased],[RIBAVIRIN] [SIMEPREVIR],12,8.69565,[RIBAVIRIN],24,2.48963,[SIMEPREVIR],13,5.90909
1017,0.026607328,[Neutropenia],[FLUOROURACIL] [OXALIPLATIN],11,8.14815,[OXALIPLATIN],24,5.78313,[FLUOROURACIL],20,3.7594
1018,0.026583753,[Fluidretention],[LETAIRIS] [WARFARIN],18,7.05882,[WARFARIN],25,2.77469,[LETAIRIS],150,4.43525
1019,0.026564595,[Cardiacfailurecongestive],[PLAVIX] [ASPIRIN],47,8.42294,[PLAVIX],80,4.86027,[ASPIRIN],180,6.03217
1020,0.026468439,[Myocardialinfarction],[CLOPIDOGREL] [AVANDIA],21,39.6226,[CLOPIDOGREL],33,6.12245,[AVANDIA],2411,49.2041
1022,0.026412996,[Plateletcountdecreased] [Malaise],[RIBAVIRIN] [PEGINTRON],12,8.21918,[PEGINTRON],12,4.37956,[RIBAVIRIN],14,1.45228
1023,0.026163799,[Haemoglobindecreased] [Plateletcountdecreased],[RIBAVIRIN] [SIMEPREVIR],12,8.69565,[SIMEPREVIR],13,5.90909,[RIBAVIRIN],23,2.38589
1024,0.026128178,[Coronaryarterydisease],[AVANDAMET] [AVANDIA],146,24.2123,[AVANDAMET],151,23.9683,[AVANDIA],904,18.449
1025,0.026038487,[Economicproblem],[ANDROGEL] [AXIRON],15,51.7241,[ANDROGEL],210,61.0465,[AXIRON],18,35.2941
1026,0.025898102,[Coronaryarterydisease],[LISINOPRIL] [METOPROLOL],12,6.70391,[LISINOPRIL],60,4.09836,[METOPROLOL],42,4.11765
1027,0.025865098,[Pyrexia],[VINCRISTINE] [CYCLOPHOSPHAMIDE],13,7.60234,[CYCLOPHOSPHAMIDE],32,4.07125,[VINCRISTINE],15,5.22648
1028,0.025831469,[Headache],[LETAIRIS] [TYVASO],47,10.3524,[TYVASO],73,8.65955,[LETAIRIS],164,4.8492
1029,0.025779864,[Myalgia],[CLOPIDOGREL] [SIMVASTATIN],10,15.1515,[SIMVASTATIN],253,12.9478,[CLOPIDOGREL],15,2.78293
1030,0.0257322,[Injury] [Economicproblem],[ANDRODERM] [ANDROGEL],12,41.3793,[ANDRODERM],12,29.2683,[ANDROGEL],161,46.8023
1031,0.025706025,[Osteoarthritis],[METHOTREXATE] [HUMIRA],19,5.14905,[METHOTREXATE],27,1.68961,[HUMIRA],75,2.39464
1032,0.025679621,[Plateletcountdecreased] [Pyrexia] [Whitebloodcellcountdecreased],[RIBAVIRIN] [SIMEPREVIR],12,8.69565,[SIMEPREVIR],12,5.45455,[RIBAVIRIN],18,1.86722
1033,0.025523522,[Mobilitydecreased],[ENBREL] [METHOTREXATE],15,6.09756,[METHOTREXATE],26,1.62703,[ENBREL],87,3.12052
1035,0.025467636,[Diarrhoea],[REMODULIN] [REVATIO],17,8.21256,[REVATIO],36,3.53982,[REMODULIN],57,6.01266
1036,0.02544286,[Diseaseprogression],[VINCRISTINE] [PREDNISONE],10,8.47458,[VINCRISTINE],11,3.83275,[PREDNISONE],18,1.02099
1037,0.025360328,[Nausea],[RIBAVIRIN] [SOVALDI],21,9.76744,[SOVALDI],48,7.6555,[RIBAVIRIN],60,6.22407
1038,0.025329861,[Coronaryarterydisease],[METOPROLOL] [AVANDIA],39,18.2243,[AVANDIA],904,18.449,[METOPROLOL],42,4.11765
1039,0.025197634,[Nausea],[LETAIRIS] [ORENITRAM],21,17.2131,[LETAIRIS],92,2.72028,[ORENITRAM],25,15.1515
1040,0.0250681,[Diarrhoea],[LETAIRIS] [ORENITRAM],23,18.8525,[ORENITRAM],27,16.3636,[LETAIRIS],85,2.51331
1041,0.025043593,[Diarrhoea],[ORENITRAM] [ADCIRCA],12,16.6667,[ADCIRCA],44,3.86643,[ORENITRAM],27,16.3636
1042,0.024961653,[Pyrexia],[REMODULIN] [ADCIRCA],14,6.36364,[ADCIRCA],26,2.28471,[REMODULIN],36,3.79747
1043,0.024938664,[Unevaluableevent],[LETAIRIS] [WARFARIN],17,6.66667,[LETAIRIS],133,3.93258,[WARFARIN],18,1.99778
1045,0.024855005,[Pyrexia] [Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [SIMEPREVIR],12,8.69565,[RIBAVIRIN],17,1.76349,[SIMEPREVIR],12,5.45455
1046,0.024814421,[Anaemia] [Malaise],[RIBAVIRIN] [PEGINTRON],11,7.53425,[PEGINTRON],12,4.37956,[RIBAVIRIN],16,1.65975
1047,0.024779069,[Renalfailure],[ETOPOSIDE] [CYCLOPHOSPHAMIDE],10,7.04225,[CYCLOPHOSPHAMIDE],16,2.03562,[ETOPOSIDE],18,4.31655
1048,0.024722414,[Coronaryarterydisease],[LASIX] [AVANDIA],44,18.41,[LASIX],45,3.75626,[AVANDIA],904,18.449
1049,0.024701928,[Pulmonaryoedema],[ROSIGLITAZONEMALEATE] [AVANDIA],11,25,[ROSIGLITAZONEMALEATE],11,20.3704,[AVANDIA],98,2
1051,0.024660084,[Decreasedappetite],[RIBAVIRIN] [SIMEPREVIR],10,7.24638,[RIBAVIRIN],35,3.63071,[SIMEPREVIR],11,5
1052,0.024637366,[Coronaryarterydisease],[ASPIRIN] [FUROSEMIDE],16,9.41176,[FUROSEMIDE],20,1.70794,[ASPIRIN],179,5.99866
1053,0.024635071,[Fatigue],[RIBAVIRIN] [SOVALDI],22,10.2326,[RIBAVIRIN],54,5.60166,[SOVALDI],54,8.61244
1054,0.024549169,[Acutemyocardialinfarction],[ATENOLOL] [AVANDIA],11,9.2437,[AVANDIA],285,5.81633,[ATENOLOL],13,1.67095
1055,0.024511655,[Acutekidneyinjury],[ASPIRIN] [SIMVASTATIN],19,5.9375,[SIMVASTATIN],61,3.1218,[ASPIRIN],49,1.64209
1056,0.024501916,[Febrileneutropenia],[DOXORUBICIN] [CYCLOPHOSPHAMIDE],14,7.95455,[DOXORUBICIN],20,5.64972,[CYCLOPHOSPHAMIDE],40,5.08906
1057,0.024450656,[Pleuraleffusion],[ROSIGLITAZONEMALEATE] [AVANDIA],10,22.7273,[ROSIGLITAZONEMALEATE],11,20.3704,[AVANDIA],121,2.46939
1059,0.024399549,[Dyspnoea],[MACITENTAN] [ADCIRCA],10,15.625,[ADCIRCA],148,13.0053,[MACITENTAN],35,13.308
1061,0.024252073,[Myalgia],[ASPIRIN] [AMLODIPINE],10,6.09756,[ASPIRIN],28,0.938338,[AMLODIPINE],34,2.46377
1062,0.024244013,[Drugineffective],[ENBREL] [METHOTREXATE],19,7.72358,[METHOTREXATE],90,5.63204,[ENBREL],102,3.65854
1063,0.024236218,[Cerebrovascularaccident],[ASPIRIN] [LASIX],16,7.92079,[ASPIRIN],172,5.76407,[LASIX],36,3.00501
1064,0.024189851,[Pruritus],[RIBAVIRIN] [SIMEPREVIR],11,7.97101,[SIMEPREVIR],13,5.90909,[RIBAVIRIN],41,4.25311
1065,0.024039915,[Arthropathy],[ENBREL] [METHOTREXATE],15,6.09756,[METHOTREXATE],41,2.56571,[ENBREL],104,3.73027
1066,0.023964812,[Headache],[REMODULIN] [REVATIO],15,7.24638,[REMODULIN],44,4.64135,[REVATIO],50,4.91642
1067,0.023914752,[Mucosalinflammation],[ETOPOSIDE] [CYCLOPHOSPHAMIDE],10,7.04225,[ETOPOSIDE],20,4.79616,[CYCLOPHOSPHAMIDE],22,2.79898
1069,0.023912521,[Myocardialinfarction] [Coronaryarterydisease],[AVANDARYL] [AVANDIA],13,15.4762,[AVANDARYL],13,14.7727,[AVANDIA],509,10.3878
1070,0.02390074,[Coronaryarterydisease],[PLAVIX] [AVANDIA],85,17.1717,[AVANDIA],904,18.449,[PLAVIX],91,5.52855
1071,0.023786649,[Coronaryarterialstentinsertion],[TOPROLXL] [AVANDIA],12,6.38298,[AVANDIA],199,4.06122,[TOPROLXL],12,3.75
1072,0.023758313,[Vomiting] [Abdominalpain],[ASPIRIN] [SIMVASTATIN],12,3.75,[SIMVASTATIN],15,0.767656,[ASPIRIN],14,0.469169
1073,0.023733336,[Pneumonia],[VINCRISTINE] [CYCLOPHOSPHAMIDE],10,5.84795,[VINCRISTINE],10,3.48432,[CYCLOPHOSPHAMIDE],19,2.4173
1074,0.023645721,[Myocardialinfarction] [Cardiacfailurecongestive],[AVANDARYL] [AVANDIA],12,14.2857,[AVANDIA],440,8.97959,[AVANDARYL],12,13.6364
1075,0.023637002,[Dyspnoea],[REVATIO] [LETAIRIS],98,16.5261,[REVATIO],147,14.4543,[LETAIRIS],465,13.7493
1076,0.02363177,[Injury] [Economicproblem],[ANDROGEL] [AXIRON],11,37.931,[ANDROGEL],161,46.8023,[AXIRON],11,21.5686
1078,0.02354034,[Pneumonia],[LETAIRIS] [COUMADIN],17,6.53846,[LETAIRIS],144,4.25784,[COUMADIN],42,3.88529
1079,0.023496299,[Cerebrovascularaccident],[ASPIRIN] [LIPITOR],11,7.74648,[ASPIRIN],172,5.76407,[LIPITOR],46,3.42517
1081,0.023337744,[Pancreatitis],[METFORMIN] [JANUVIA],13,15.4762,[JANUVIA],61,11.597,[METFORMIN],30,1.77515
1082,0.02321208,[Pancytopenia] [Druginteraction],[COPEGUS] [PEGASYS],20,11.1732,[PEGASYS],20,4.0404,[COPEGUS],20,10.1523
1083,0.023199078,[Injury],[ANDROGEL] [AXIRON],13,44.8276,[AXIRON],13,25.4902,[ANDROGEL],195,56.686
1084,0.023194467,[Plateletcountdecreased] [Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [PEGINTRON],10,6.84932,[RIBAVIRIN],32,3.3195,[PEGINTRON],13,4.74453
1085,0.023180989,[Vomiting],[ASPIRIN] [SIMVASTATIN],17,5.3125,[SIMVASTATIN],54,2.76356,[ASPIRIN],49,1.64209
1086,0.023166121,[Syncope],[REMODULIN] [ADCIRCA],12,5.45455,[ADCIRCA],33,2.89982,[REMODULIN],30,3.16456
1087,0.023063072,[Plateletcountdecreased] [Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [PEGINTERFERONALFA2A],15,10.5634,[PEGINTERFERONALFA2A],15,9.14634,[RIBAVIRIN],32,3.3195
1088,0.023040385,[Plateletcountdecreased] [Pyrexia] [Anaemia],[RIBAVIRIN] [SIMEPREVIR],12,8.69565,[SIMEPREVIR],12,5.45455,[RIBAVIRIN],15,1.55602
1090,0.022891749,[Dyspnoea],[REMODULIN] [COUMADIN],18,14.6341,[REMODULIN],136,14.346,[COUMADIN],97,8.97317
1091,0.022875609,[Bloodbilirubinincreased] [Anaemia],[RIBAVIRIN] [SIMEPREVIR],10,7.24638,[SIMEPREVIR],10,4.54545,[RIBAVIRIN],17,1.76349
1094,0.02281653,[Myocardialinfarction],[WARFARIN] [AVANDIA],13,48.1481,[AVANDIA],2411,49.2041,[WARFARIN],24,2.66371
1095,0.022787613,[Haemoglobindecreased] [Plateletcountdecreased],[RIBAVIRIN] [SOVRIAD],10,10.6383,[SOVRIAD],13,8.49673,[RIBAVIRIN],23,2.38589
1098,0.022680363,[Cerebrovascularaccident] [Cardiacfailurecongestive],[LASIX] [AVANDIA],13,5.43933,[AVANDIA],124,2.53061,[LASIX],14,1.16861
1099,0.022671827,[Bloodglucoseincreased],[HUMALOG] [LANTUS],45,21.6346,[LANTUS],147,12.5427,[HUMALOG],141,24.1026
1100,0.022575873,[Paininextremity],[ENBREL] [METHOTREXATE],18,7.31707,[ENBREL],143,5.12912,[METHOTREXATE],38,2.37797
1102,0.022559472,[Cardiomyopathy],[LASIX] [AVANDIA],10,4.1841,[LASIX],12,1.00167,[AVANDIA],77,1.57143
1104,0.022480986,[Coronaryarterybypass],[LASIX] [AVANDIA],14,5.85774,[LASIX],15,1.25209,[AVANDIA],144,2.93878
1105,0.02246944,[Vomiting],[ADCIRCA] [TYVASO],15,5.70342,[TYVASO],26,3.08422,[ADCIRCA],40,3.51494
1106,0.022396834,[Cerebrovascularaccident],[AVANDARYL] [AVANDIA],20,23.8095,[AVANDIA],986,20.1224,[AVANDARYL],20,22.7273
1107,0.022360581,[Pyrexia] [Rash],[RIBAVIRIN] [SIMEPREVIR],11,7.97101,[RIBAVIRIN],24,2.48963,[SIMEPREVIR],13,5.90909
1108,0.022236171,[Rheumatoidarthritis],[METHOTREXATE] [PREDNISONE],16,6.92641,[PREDNISONE],34,1.92853,[METHOTREXATE],72,4.50563
1109,0.022171992,[Dyspnoea],[SPIRIVA] [ADVAIRHFA],16,15.2381,[ADVAIRHFA],70,12.1107,[SPIRIVA],95,13.6494
1110,0.02216734,[Anaemia] [Malaise],[RIBAVIRIN] [SIMEPREVIR],10,7.24638,[RIBAVIRIN],16,1.65975,[SIMEPREVIR],10,4.54545
1111,0.022097641,[Myocardialinfarction],[SIMVASTATIN] [AVANDIA],13,46.4286,[AVANDIA],2411,49.2041,[SIMVASTATIN],55,2.81474
1112,0.022090585,[Cardiacfailurecongestive],[ASPIRIN] [AVANDIA],161,18.7865,[ASPIRIN],180,6.03217,[AVANDIA],1052,21.4694
1113,0.022021701,[Dyspnoea] [Vomiting] [Headache],[ASPIRIN] [SIMVASTATIN],10,3.125,[SIMVASTATIN],11,0.562948,[ASPIRIN],12,0.402145
1114,0.021826967,[Cerebrovascularaccident],[HUMALOG] [LANTUS],15,7.21154,[LANTUS],60,5.11945,[HUMALOG],28,4.78632
1115,0.02181298,[Myocardialinfarction],[ROSIGLITAZONEMALEATE] [AVANDIA],22,50,[AVANDIA],2411,49.2041,[ROSIGLITAZONEMALEATE],25,46.2963
1116,0.021799243,[Myocardialinfarction],[CARVEDILOL] [AVANDIA],12,37.5,[AVANDIA],2411,49.2041,[CARVEDILOL],27,6.13636
1117,0.02171715,[Dyspnoea],[LETAIRIS] [VENTAVIS],11,14.4737,[VENTAVIS],35,10.0575,[LETAIRIS],465,13.7493
1118,0.021675334,[Neutropenia],[DOXORUBICIN] [CYCLOPHOSPHAMIDE],16,9.09091,[DOXORUBICIN],24,6.77966,[CYCLOPHOSPHAMIDE],55,6.99746
1119,0.021630125,[Offlabeluse] [Drugineffective],[OLYSIO] [SOVALDI],23,8.45588,[OLYSIO],24,6.97674,[SOVALDI],25,3.98724
1121,0.021561657,[Plasmacellmyeloma] [Toxicitytovariousagents],[REVLIMID] [DEXAMETHASONE],23,4.20475,[DEXAMETHASONE],25,1.5674,[REVLIMID],33,1.9725
1123,0.021522671,[Dyspnoea],[SPIRIVA] [SYMBICORT],14,15.9091,[SYMBICORT],57,13.835,[SPIRIVA],95,13.6494
1124,0.021502525,[Febrileneutropenia],[PREDNISONE] [CYCLOPHOSPHAMIDE],13,9.48905,[PREDNISONE],18,1.02099,[CYCLOPHOSPHAMIDE],40,5.08906
1126,0.021322424,[Headache],[RIBAVIRIN] [SOVALDI],16,7.44186,[RIBAVIRIN],52,5.39419,[SOVALDI],32,5.10367
1127,0.021244376,[Cardiacfailurecongestive],[TOPROLXL] [AVANDIA],38,20.2128,[TOPROLXL],43,13.4375,[AVANDIA],1052,21.4694
1129,0.021217441,[Pruritus] [Pyrexia],[RIBAVIRIN] [PEGINTRON],10,6.84932,[PEGINTRON],10,3.64963,[RIBAVIRIN],11,1.14108
1131,0.021179882,[Coronaryarterybypass],[METOPROLOL] [AVANDIA],12,5.60748,[AVANDIA],144,2.93878,[METOPROLOL],13,1.27451
1133,0.020986787,[Neutropenia],[VINCRISTINE] [PREDNISONE],14,11.8644,[PREDNISONE],31,1.75837,[VINCRISTINE],26,9.05923
1135,0.020827419,[Sepsis],[OMEPRAZOLE] [SIMVASTATIN],11,4.86726,[SIMVASTATIN],15,0.767656,[OMEPRAZOLE],32,1.854
1137,0.020596894,[Coronaryarterydisease],[CLOPIDOGREL] [AVANDIA],10,18.8679,[AVANDIA],904,18.449,[CLOPIDOGREL],14,2.5974
1138,0.020569719,[Plateletcountdecreased] [Malaise],[RIBAVIRIN] [SIMEPREVIR],10,7.24638,[RIBAVIRIN],14,1.45228,[SIMEPREVIR],10,4.54545
1139,0.020546092,[Myocardialinfarction] [Coronaryarterydisease],[METOPROLOL] [AVANDIA],25,11.6822,[METOPROLOL],26,2.54902,[AVANDIA],509,10.3878
1141,0.020395561,[Dyspnoea],[ENBREL] [METHOTREXATE],11,4.47154,[METHOTREXATE],39,2.44055,[ENBREL],61,2.18795
1142,0.02028149,[Pulmonaryoedema] [Cardiacfailurecongestive],[ROSIGLITAZONEMALEATE] [AVANDIA],10,22.7273,[AVANDIA],79,1.61224,[ROSIGLITAZONEMALEATE],10,18.5185
1143,0.020255487,[Acutekidneyinjury],[ASPIRIN] [BISOPROLOL],12,9.83607,[ASPIRIN],49,1.64209,[BISOPROLOL],45,7.1656
1144,0.020208155,[Drymouth],[OMEPRAZOLE] [SIMVASTATIN],10,4.42478,[SIMVASTATIN],12,0.614125,[OMEPRAZOLE],25,1.44844
1146,0.020180903,[Headache] [Cough],[ADCIRCA] [TYVASO],14,5.32319,[ADCIRCA],16,1.40598,[TYVASO],25,2.9656
1147,0.020163086,[Hyponatraemia],[OMEPRAZOLE] [SIMVASTATIN],10,4.42478,[SIMVASTATIN],18,0.921187,[OMEPRAZOLE],32,1.854
1148,0.020141645,[Coronaryarterydisease],[LISINOPRIL] [AVANDIA],57,16.8142,[LISINOPRIL],60,4.09836,[AVANDIA],904,18.449
1149,0.020091262,[Cough],[REVATIO] [TYVASO],23,12.7072,[REVATIO],41,4.03147,[TYVASO],109,12.93
1150,0.020017786,[Nausea],[RIBAVIRIN] [PEGINTRON],12,8.21918,[RIBAVIRIN],60,6.22407,[PEGINTRON],17,6.20438
1151,0.02001522,[Foetalexposureduringpregnancy],[NORVIR] [REYATAZ],10,13.5135,[NORVIR],24,12.1827,[REYATAZ],12,10.5263
1152,0.019912394,[Nausea],[RIBAVIRIN] [SIMEPREVIR],11,7.97101,[RIBAVIRIN],60,6.22407,[SIMEPREVIR],12,5.45455
1155,0.01978265,[Myocardialinfarction] [Cardiacfailurecongestive],[NORVASC] [AVANDIA],14,10.2941,[AVANDIA],440,8.97959,[NORVASC],14,2.48668
1156,0.019767555,[Myalgia],[ASPIRIN] [CLOPIDOGREL],10,5.78035,[ASPIRIN],28,0.938338,[CLOPIDOGREL],15,2.78293
1157,0.019608284,[Haemoglobindecreased],[RIBAVIRIN] [PEGASYS],14,7.65027,[PEGASYS],28,5.65657,[RIBAVIRIN],55,5.70539
1159,0.019546528,[Cerebrovascularaccident],[PLAVIX] [ASPIRIN],49,8.78136,[ASPIRIN],172,5.76407,[PLAVIX],121,7.35115
1161,0.01950096,[Cardiacfailurecongestive],[LISINOPRIL] [COREG],10,16.129,[LISINOPRIL],88,6.01093,[COREG],51,18.3453
1162,0.019446672,[Myocardialinfarction],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [DIANEALWDEXTROSE25],10,9.34579,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],191,5.74609,[DIANEALWDEXTROSE25],12,8.21918
1163,0.019386973,[Pain],[HUMIRA] [PREDNISONE],10,6.49351,[PREDNISONE],47,2.66591,[HUMIRA],152,4.85313
1164,0.019310087,[Dizziness],[LETAIRIS] [TYVASO],31,6.82819,[LETAIRIS],134,3.96215,[TYVASO],44,5.21945
1165,0.019117583,[Drugdoseomission],[REMODULIN] [TRACLEER],11,8.14815,[REMODULIN],66,6.96203,[TRACLEER],28,3.0303
1166,0.019096329,[Myocardialinfarction],[LOVENOX] [AVANDIA],10,38.4615,[AVANDIA],2411,49.2041,[LOVENOX],10,4.38596
1171,0.019005507,[Diarrhoea],[REMODULIN] [LETAIRIS],28,7.48663,[REMODULIN],57,6.01266,[LETAIRIS],85,2.51331
1172,0.018939745,[Pneumonia],[SILDENAFIL] [TRACLEER],16,7.88177,[TRACLEER],37,4.00433,[SILDENAFIL],29,6.69746
1173,0.018848232,[Pyrexia],[MEKINIST] [TAFINLAR],11,13.9241,[MEKINIST],13,11.9266,[TAFINLAR],16,12.1212
1174,0.018841425,[Myocardialinfarction],[ZOCOR] [AVANDIA],23,35.3846,[ZOCOR],26,11.8721,[AVANDIA],2411,49.2041
1175,0.018829476,[Headache],[ASPIRIN] [SIMVASTATIN],15,4.6875,[SIMVASTATIN],52,2.66121,[ASPIRIN],45,1.50804
1176,0.01881033,[Headache],[LETAIRIS] [ADEMPAS],13,12.8713,[ADEMPAS],20,13.6986,[LETAIRIS],164,4.8492
1177,0.018805584,[Fluidretention],[LETAIRIS] [COUMADIN],16,6.15385,[COUMADIN],41,3.79278,[LETAIRIS],150,4.43525
1178,0.018796991,[Dyspnoea],[ASPIRIN] [SIMVASTATIN],19,5.9375,[ASPIRIN],108,3.6193,[SIMVASTATIN],82,4.19652
1179,0.018673988,[Posteriorreversibleencephalopathysyndrome],[VINCRISTINE] [CYCLOPHOSPHAMIDE],10,5.84795,[VINCRISTINE],12,4.18118,[CYCLOPHOSPHAMIDE],19,2.4173
1180,0.018611618,[Pneumonia],[OMEPRAZOLE] [SIMVASTATIN],12,5.30973,[SIMVASTATIN],28,1.43296,[OMEPRAZOLE],55,3.18656
1181,0.018600579,[Myocardialinfarction],[LOPRESSOR] [AVANDIA],63,41.4474,[AVANDIA],2411,49.2041,[LOPRESSOR],65,28.6344
1182,0.018582821,[Drugineffective],[METHOTREXATE] [HUMIRA],28,7.58808,[METHOTREXATE],90,5.63204,[HUMIRA],181,5.77905
1183,0.018391553,[Cardiacfailurecongestive],[LISINOPRIL] [METOPROLOL],13,7.26257,[LISINOPRIL],88,6.01093,[METOPROLOL],37,3.62745
1185,0.018270748,[Neutrophilcountdecreased] [Plateletcountdecreased],[RIBAVIRIN] [PEGINTRON],10,6.84932,[PEGINTRON],13,4.74453,[RIBAVIRIN],15,1.55602
1186,0.018263228,[Coronaryarterydisease] [Hypertension],[PLAVIX] [AVANDIA],13,2.62626,[AVANDIA],39,0.795918,[PLAVIX],13,0.789793
1187,0.018216316,[Depression],[RIBAVIRIN] [SOVALDI],10,4.65116,[SOVALDI],18,2.87081,[RIBAVIRIN],25,2.59336
1188,0.018181073,[Offlabeluse] [Drugineffective] [Productqualityissue],[OLYSIO] [SOVALDI],18,6.61765,[SOVALDI],18,2.87081,[OLYSIO],18,5.23256
1189,0.018148454,[Coronaryarterydisease],[NITROGLYCERIN] [AVANDIA],40,18.7793,[NITROGLYCERIN],41,15.0735,[AVANDIA],904,18.449
1190,0.018088522,[Diarrhoea],[ENBREL] [METHOTREXATE],11,4.47154,[METHOTREXATE],42,2.62829,[ENBREL],47,1.6858
1191,0.018012759,[Dyspnoea],[ASPIRIN] [FUROSEMIDE],12,7.05882,[FUROSEMIDE],68,5.807,[ASPIRIN],108,3.6193
1193,0.017975884,[Death],[TRACLEER] [TYVASO],17,15.7407,[TRACLEER],143,15.4762,[TYVASO],100,11.8624
1194,0.01794313,[Leukopenia],[RIBAVIRIN] [PEGINTERFERONALFA2A],13,9.15493,[PEGINTERFERONALFA2A],14,8.53659,[RIBAVIRIN],31,3.21577
1195,0.017914438,[Myocardialinfarction] [Coronaryarterydisease],[ASPIRIN] [AVANDIA],91,10.6184,[ASPIRIN],94,3.15013,[AVANDIA],509,10.3878
1197,0.017864717,[Peripheralswelling],[ENBREL] [METHOTREXATE],12,4.87805,[ENBREL],80,2.86944,[METHOTREXATE],22,1.37672
1199,0.017751986,[Oropharyngealpain],[ADCIRCA] [TYVASO],10,3.80228,[ADCIRCA],12,1.05448,[TYVASO],15,1.77936
1200,0.017730096,[Myocardialinfarction] [Cardiacfailurecongestive],[PLAVIX] [ASPIRIN],22,3.94265,[PLAVIX],31,1.88335,[ASPIRIN],65,2.17828
1202,0.017715771,[Cardiacfailurecongestive],[ATENOLOL] [AVANDIA],23,19.3277,[ATENOLOL],24,3.08483,[AVANDIA],1052,21.4694
1203,0.017675477,[Death],[REVLIMID] [ACYCLOVIR],11,17.4603,[REVLIMID],339,20.263,[ACYCLOVIR],19,8.83721
1205,0.017513068,[Coronaryarterialstentinsertion],[ASPIRIN] [NITROGLYCERIN],18,11.25,[NITROGLYCERIN],28,10.2941,[ASPIRIN],65,2.17828
1207,0.017487829,[Fall],[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [DIANEALWDEXTROSE25],10,9.34579,[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE],159,4.78339,[DIANEALWDEXTROSE25],13,8.90411
1208,0.017440034,[Acutemyocardialinfarction],[NORVASC] [AVANDIA],10,7.35294,[AVANDIA],285,5.81633,[NORVASC],11,1.95382
1209,0.017243892,[Pulmonaryarterialhypertension],[LETAIRIS] [COUMADIN],10,3.84615,[COUMADIN],22,2.03515,[LETAIRIS],72,2.12892
1211,0.017173002,[Chestpain],[METOPROLOL] [AVANDIA],10,4.6729,[METOPROLOL],19,1.86275,[AVANDIA],147,3
1212,0.017093746,[Neutropenia],[RIBAVIRIN] [PEGINTERFERONALFA2A],11,7.74648,[PEGINTERFERONALFA2A],11,6.70732,[RIBAVIRIN],44,4.56432
1213,0.016913009,[Malaise],[ENBREL] [METHOTREXATE],12,4.87805,[METHOTREXATE],43,2.69086,[ENBREL],92,3.29986
1214,0.016911177,[Plateletcountdecreased] [Whitebloodcellcountdecreased] [Anaemia],[PEGINTRON] [SIMEPREVIR],10,10,[SIMEPREVIR],22,10,[PEGINTRON],13,4.74453
1216,0.0168499,[Rheumatoidarthritis],[METHOTREXATE] [HUMIRA],22,5.96206,[HUMIRA],65,2.07535,[METHOTREXATE],72,4.50563
1217,0.016783907,[Pain] [Injury],[ANDROGEL] [TESTIM],16,35.5556,[ANDROGEL],151,43.8953,[TESTIM],20,22.2222
1218,0.016736934,[Cardiacfailurecongestive],[CLOPIDOGREL] [AVANDIA],11,20.7547,[CLOPIDOGREL],12,2.22635,[AVANDIA],1052,21.4694
1219,0.016659053,[Headache],[RIBAVIRIN] [PEGINTRON],10,6.84932,[RIBAVIRIN],52,5.39419,[PEGINTRON],13,4.74453
1221,0.016572556,[Cerebrovascularaccident],[PLAVIX] [METOPROLOL],10,8.13008,[METOPROLOL],47,4.60784,[PLAVIX],121,7.35115
1222,0.01652463,[Myocardialinfarction] [Cardiacfailurecongestive],[LISINOPRIL] [AVANDIA],33,9.73451,[AVANDIA],440,8.97959,[LISINOPRIL],33,2.2541
1223,0.016522203,[Psoriaticarthropathy],[ENBREL] [METHOTREXATE],11,4.47154,[ENBREL],68,2.43902,[METHOTREXATE],17,1.06383
1224,0.016460706,[Jointswelling],[METHOTREXATE] [HUMIRA],12,3.25203,[HUMIRA],40,1.27714,[METHOTREXATE],25,1.56446
1226,0.016245653,[Dizziness],[RIBAVIRIN] [SOVALDI],10,4.65116,[RIBAVIRIN],13,1.34855,[SOVALDI],18,2.87081
1227,0.015924318,[Arthralgia],[METHOTREXATE] [PREDNISONE],13,5.62771,[PREDNISONE],47,2.66591,[METHOTREXATE],70,4.38048
1229,0.015839282,[Dyspnoea],[REVATIO] [TYVASO],30,16.5746,[TYVASO],130,15.4211,[REVATIO],147,14.4543
1234,0.015598255,[Fall],[HUMALOG] [LANTUS],14,6.73077,[HUMALOG],34,5.81197,[LANTUS],41,3.49829
1235,0.015523491,[Drugdoseomission],[HUMALOG] [LANTUS],12,5.76923,[LANTUS],34,2.90102,[HUMALOG],27,4.61538
